2023	3	16	10	31	96	7.1
2023	1	14	19	41	77	-3.2
2019	9	21	21	1	128	15.8
2019	12	6	11	36	17	7.9
2019	9	18	22	12	68	12.6
2023	2	1	11	11	123	5.7
2023	3	16	4	37	126	-2.7
2019	12	18	19	21	122	5.6
2019	7	4	1	6	103	14.8
2019	12	20	20	41	200	6.3
2023	1	4	8	56	93	3.4
2023	4	10	22	47	114	8.5
2019	5	20	8	16	29	12
